servicename,link,institution
스테이지업(뮤지컬리딩 워크샵),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=36&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0006099387,cj 문화재단
저소득층 에너지효율개선사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=36&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0005426396,한국에너지재단
모두가족봉사단,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=36&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013643880,건강가정지원센터
농어촌희망고교 장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001020005,농어촌희망재단
농어촌희망자녀 장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001020004,농어촌희망재단
미숙아 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019991,하트하트재단
화상환아지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019990,하트하트재단
장학생,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001021371,모퉁이돌 장학회
노인낙상보조기구지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019974,아름다운재단
"농업후계인력(영농,수산)",http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001020003,농어촌희망재단
방문요양서비스,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019928,한국재가노인복지협회
희망재능지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019922,초록우산어린이재단
재활치료,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=40&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019929,초록우산어린이재단
가족사랑의 날,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013518185,건강가정지원센터
가족상담,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013643859,건강가정지원센터
토요가족돌봄나눔,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013643882,건강가정지원센터
모두가족품앗이,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013518186,건강가정지원센터
아버지교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013518173,건강가정지원센터
법원연계이혼상담,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013518184,건강가정지원센터
가족성장아카데미교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0013518174,건강가정지원센터
대학신입생 장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0011600052,운곡장학재단
지역인재 육성 장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0011600053,운곡장학재단
인재육성장학,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=37&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001018911,농협재단
가정위탁,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019925,초록우산어린이재단
학대피해아동지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019924,초록우산어린이재단
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001013106,청소년미래재단
단기보호서비스,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001013102,한국재가노인복지협회
미래재능지원(아이리더),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019921,초록우산어린이재단
똘레랑스,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019831,사회복지법인에버그린복지재단
에버그린하우스,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019833,사회복지법인에버그린복지재단
금융교육사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019825,KSD 나눔재단
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019932,형남진장학재단
치료비 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=41&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001013017,IBK행복나눔재단
문화사랑의 날,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=43&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001018877,현대차정몽구재단
포스코비전장학,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=43&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001018880,포스코청암재단
온드림스쿨 장학사업(대학생),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=43&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001012569,현대차정몽구재단
서울온드림다문화가족교육,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=43&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001018876,현대차정몽구재단
온드림스쿨 장학사업(중고등생),http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=43&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001012568,현대차정몽구재단
국가근로장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=43&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001012567,한국장학재단
장학사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019827,KSD 나눔재단
학업 · 장학금 지원사업,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001013018,IBK행복나눔재단
재가지원서비스,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001019930,한국재가노인복지협회
"구강암, 얼굴기형 환자 치과진료비 지원사업",http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0008265048,스마일재단
대학생 장학금 지원,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0008265035,양호재단
주거환경개선 서비스,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003166514,영산조용기자선재단
서목장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003046347,서목장학재단
드림장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003108190,한국장학재단
3·1장학금,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0003108262,삼일문화재단
포스코샛별장학,http://bokjiro.go.kr//nwel/helpus/welsha/selectWelShaInfoBbrdMngView.do?searchCondition=&searchKeyword=&srchDuration=&stDate=&endDate=&pageUnit=10&endSvrEsc=0&intClIdStr=&pageIndex=42&orderCol=MODDATE&orderBy=DESC&recordCountPerPage=10&viewEndService=&shaInfSno=S0001012571,포스코청암재단
