content,docs,etc,howto,name,purpose,service,target
"
								- 전화 및 온라인 상담(홈페이지로 해당지역 확인 후 신청)
							",,,,," 
								- 2세 미만의 영유아를 양육하고 가족의 도움을 받기 어려운 양육미혼모
							",한부모가족복지시설,"
								- 숙식지원(공동생활가정), 아동 양육비 지원, 자립프로그램 실시(기본 1년, 최장 2년)
							"
"
								이메일(kyung.hands@gmail.com) 신청
							","
								심의절차 및 기준: 서류접수>면접
							",,"
								지원서 및 자기소개서, 에세이, 재학증명서 또는 합격통지서, 성적증명서 등
							",," 
								국내 학교의 재학생으로서 학업성적이 우수하고 품행이 모범적이며, 장학생 분야별 요건을 갖춘자
							",대학생 장학사업,"
								등록금(1인 연간 최대 1,000만원) 혹은 학비 본인 부담금 전액 지원
							"
"
								신생아 양육에 필요한 출산용품 및 태교음악회 음악 관람
							","
								신청서, 산모수첩 외 기타 증빙 서류
							",,"
								포털사이트 '다음'에서 모아사랑 태교음악회 까페 검색하여 신청서 작성 및 지원
							",,"
								저출산 대비와 경제적으로 어려운 임신부를 돕기 위함
							",모아사랑 태교음악회(임신부 출산용품 후원)," 
								저소득/취약계층 임신부(미혼모, 북한이탈주민, 결혼이주여성, 기초수급자 등) 및 도움이 필요한 일반인 임신부
							"
"
								www.todo-works.com(홈페이지) 접속하여 신청서 작성
							",,,,," 
								휠체어를 사용하는 대한민국 만 6세~13세까지의 아동
							",장애아동 이동권 증진사업(세잎클로버),"
								아동의 몸에 맞는 피팅 휠체어와 파워 어시스트를 무상보급하고 휠체어 안전교육 실시
							"
"
								의료(치료) 및 생활비 지원
							","
								*1차 제출서류, 1.후원신청서(기관양식) 및 증빙사진, 2.의료 진단서 또는 소견서(병원 발급), 3.국가공인 소득증빙서류 1부(수급자 증명서, 의료급여증, 차상위계층 증명서, 한부모가정증명서 등)(해당자), 4.건강보험납입증명서 1부(최근 3개월분)(해당자), 5. 주민등록등본 1부, 6.(외국인의 경우) 여권사본, 외국인등록증 사본, 입국비자 사본, 7.기타 추천서 : 관공서, 의료기관, NGO-NPO단체, 유관기관 추천서(해당자), ※ 기관의 경우 공문 포함, ※ 후원신청서 : 희망나눔 주주연대 홈페이지 자료실 다운로드(HWP, MS워드),*2차 제출서류(1차 선정자에 한함), 1.부채증명서 1부(해당자), 2.전월세계약서 1부, 3.근로소득 원천징수영수증 1부, 4.기타 대상자 심의를 위해 필요하다고 인정되는 서류(희망심사단 결정)
							","
								*심사 및 선정절차, 1.서류심사(1차 지원신청서 및 신청서류 + 2차 추가제출서류), 2.서류통과자 대상으로 전국 지역별 심사위원 가정방문 및 면담, 3.중앙 심사평가단 심의 후 대상자 선정 및 개별 통지, ※ 세부지원내용은 첨부파일 참조하시기 바랍니다.
							","
								본 기관 홈페이지 신청 또는 우편접수
							",,"
								희귀 난치성질환 등으로 수술 또는 재활치료가 필요함에도 경제적으로 어려움을 겪고 있는 영/유아, 어린이, 청소년 및 다자녀 성인가장을 돕기 위한 사업입니다.
							",희망나눔 의료/생활 지원 사업," 
								희귀 난치성 질환 등으로 수술 또는 재활치료가 필요한 경제적으로 어려운 영/유아, 어린이, 청소년 및 다자녀 성인가장,- 저소득층으로 사회적/경제적 도움이 필요한 자(소득수준의 경우 차상위계층 포함),- 청소년 가장, 조손가정, 한부모가정, 다문화가정 등
							"
"
								세이브더칠드런의 협력병원에서 발생한 검사비, 외래비, 입원비, 수술비 등 최대 100만원,(질병/진료과 제한 없음. 단, 단순 예방적 차원이나 미용/성형 목적의 진료 및 치료는 지원불가)
							","
								사회복지사 상담 후 안내
							","
								,
							","
								협력병원 사회복지사 상담을 통해 신청,(협력병원 42곳 리스트와 연락처는 첨부파일 참조)
							",,"
								경제적인 이유로 필요한 검사나 치료를 받지 못하는 아동, 확진 전 증상만 있거나 중증질환이 아니라는 이유로 지원에서 배제되는 아동의 치료받을 권리를 보호함.
							",세이브더칠드런 아동의료지원사업," 
								국내에 거주하는 만 18세 미만 저소득가정의 아동(중위소득 80% 이하),(이주아동, 난민 포함. 단, 치료목적으로 입국한 자는 제외)
							"
"
								？？ 치료비(간병비 포함) 지원 : 기준중위소득 100% 이하를 우선지원,？？ 재활의료비, 보조기구 구입비, 재활약제비 지원 : 기준중위소득 100% 이하를 우선 지원,？？ 건강 유지·증진을 위한 생활비 지원(생활비 단독 지원 불가) : 기준중위소득 80% 이하를 지원
							","
								-지원 신청서 ,-개인정보제공.활용동의서 ,-진단서,-입원 또는 왜리 치료비 영수증,-건강보험료납부확인서와 건강보험자격확인서,*동일서대 내 모든 해당자,-주민등록등본,-임대차계약서,-재산세(미)과세증명서,-사업자등록증,*제출이 어려울 경우 사업자 등록번호 필수 기재
							","
								＊질병의 경우 발병에 업무 연관성의 입증이 어려워도 기저질환이 없었다면 지원을 검토하고 있습니다.,＊ 기준중위소득 100% 초과 120%이하는 심사를 거쳐 지원함 ,기타 자세한 사항은 재단으로 문의하여 주십시오.,02-6212-9755
							","
								내원하는 의료기관 사회복지사를 통해 신청
							",,"
								본 사업은 전자업계 중소기업 근로자의 근무 중 발생한 재해/ 질병의 치료와 재활을 지원하여, 신속한 사회복귀를 돕는데 있다.
							",전자산업 재해 근로자 지원 사업," 
								▣ 전자업계 중소기업 전·현직 근로자로 근무 중 재해를 입거나 질병이 발생한 근로자 ,  ① 2015년 1월 1일 이후 재해를 입은 근로자와 2015년 이후에 계속해서 치료중인 자를 지원,  ② 대기업/중견기업인 전자회사에 납품한 것이 확인된 근로자도 포함,  ③ 외국인 근로자는 신청 당시 건강보험료를 납부하고 있는 자에 한하여 지원,▣ 산재보험 대상자와 비대상자 모두 포함(산재 승인 여부 무관), ,※전자산업이란? ,- 전자제품 제조 관련업,- 정보통신장비 제조 및 설치 관련업,- 전기제품 제조,- 전기/전자제품 납품 및 유지보수관련업,- 전자제품 생산에 필요한 관련업 (화학제품, 금속/비금속제조업, 금속재료품제조업, 도금업, 기계기구 제조업)
							"
"
								생계비, 교육비, 주거환경개선비, 의료비, 심리치료비 등 아동 및 가정에 긴급하게 필요한 비용 지원(자세한 내용은 첨부파일 참조)
							","
								전화문의 후 안내
							","
								,
							","
								거주지역 별로 세이브더칠드런 지부로 전화문의 후 신청(지역별 담당자 연락처는 첨부파일 참조)
							",,"
								위기상황에 처한 아동 및 가정에 신속하고 실제적인 지원을 제공하여 아동이 보다 안전하게 보호될 수 있도록 함.
							",세이브더칠드런 위기아동지원사업," 
								위기상황으로 지원이 필요한 만 18세 미만 국내 거주 저소득가정의 아동(중위소득 80% 이하)
							"
"
								- 지원 항목 : 정형신발 및 인솔 제작/구입비,  - 지원 금액 : 1인 최대 50만원 한도 ,  - 지원 인원 : 10명,  - 지원 기간 : 최대 6개월,  - 제작 업체 : 지역 내 정형신발 및 인솔 제작이 가능한 업체,                (사업자등록이 되어 있고 영수증 발행이 가능한 업체)
							","
								？ 정형신발 및 인솔 지원 신청서 1부,    ？ 개인정보제공 동의서,    ？ 장애인임을 확인할 수 있는 서류(복지카드 앞, 뒤 사본, 장애인증명서 중 택1),    ？ 보호자 소득을 확인할 수 있는 서류,    (보호자 명의로 된 수급자증명서, 차상위계층확인서, 근로소득원천징수영수증, 건강보험료납부확인서 중 택 1),    ？ 가족 관계를 확인할 수 있는 서류(주민등록등본, 가족관계증명서 중 택1),    ？ 신청 어린이 사진 2장 첨부(JPG 파일로 제출 / 발목, 발의 형태 사진 1장, 일반 활동사진 1장)
							","
								※ 신청 문의,푸르메재단 배분사업팀 김연규 (02-6395-7018) / E-mail : kyg1402@purme.org
							","
								- 사례관리가 가능한 기관 담당자가 신청 (개인신청 불가 / 재단 담당자 전자우편으로 접수),  - 사례관리가 가능한 기관은 사회복지기관(시설, 단체 포함), 의료기관 등 ,  - 신청서+제출서류 1부로 묶어서 PDF로 제출 요청,  - 지원 내용과 일정을 확인하고 신청기간 내에 신청서 제출,  - 신청서식은 재단 홈페이지(www.purme.org) 사업소개-배분알리미에서 다운
							",,"
								푸르메재단에서는 SPC와 함께 발의 변형이나 길이 차이 등으로 보행에 어려움을 겪고 있는,만 18세 미만의 장애어린이에게 정형신발 및 인솔을 지원합니다.
							",2019 SPC 장애어린이 정형신발 및 인솔 지원사업," 
								만 18세 미만 장애어린이 ,※ 최근 1년이내 정형신발 및 인솔 지원사업에 선정된 대상자도 신청 가능
							"
"
								- 실내 또는 실외 안테나 무상 설치지원, (해당 지역 디지털방송시청지원센터에서 가정을 방문하여 설치),※ 난시청 지역, 안테나 설치 여건에 따라 설치 불가 할 수 있음,※ '19년 지원대상 전국 1,000가구 조기 소진 시 신청접수 마감
							","
								- 기초생활수급권자 및 차상위계층 : 수급자 및 차상위 증명서,- 시·청각 장애인 : 복지카드 사본,- 국가유공자 : 국가유공자증 사본,※ FAX(02-732-4710), 이메일(124@digitaltv.or.kr) 접수
							","
								디지털방송콜센터(국번없이 124) 및 전국 6개 지원센터(서울,대전,대구,부산,광주,강릉)를 ,통해 지상파방송 시청관련 전화상담 및 현장방문 지원을 무료로 받을 수 있음,- 지상파방송의 디지털전환에 따른 아날로그TV의 디지털컨버터 설정 안내,- 지상파방송 수신상태 확인 및 수신장애 해결(안테나 방향 조정 등)
							","
								- 디지털방송콜센터(국번없이 124번)로 전화 신청
							",,"
								경제적 부담, 다채널 불필요 등으로 직접수신을 원하는 독거노인 등 취약계층에게 안테나 설치를 지원하여 방송시청 요금부담 경감
							",저소득층 지상파방송 안테나 설치지원," 
								- 기초생활수급권자,- 차상위계층,- 시·청각장애인 ,- 국가유공자 중 TV수신료 면제가구,('19년 지원대상 전국 1,000가구 조기 소진 시 신청접수 마감)
							"
"
								- 지원 항목,    1) 수술비 : 수술과 입원에 소요되는 비용 (1인당 최대 300만원 한도 / 최대 10개월 지원),    ※ 보호자 식대, 상급병실료, 제증명료는 지원되지 않습니다. ,    2) 주사치료비 : 장애완화를 위한 주사치료비 (1인당 최대 300만원 한도 / 최대 10개월 지원),    3) 치과치료비 : 구강건강증진을 위한 치과치료비 (1인당 최대 300만원 한도 / 최대 10개월 지원),    4) 검사비 : 장애등록을 위한 검사비 (1인당 최대 100만원 한도 / 최대 6개월 지원)
							","
								？ 신청서 1부 (사회복지기관 담당자 작성), ？ 치료항목에 대한 의사소견서 , ？ 아동의 장애상태 및 질환으로 치료의 필요성을 알 수 있는 사진 2장 (jpg 파일로 별도 제출), ？ 개인정보제공 동의서, ？ 복지카드 앞,뒤 사본 (혹은 장애인증명서, 장애인진단서 가능), ？ 소득을 확인할 수 있는 서류 ※맞벌이 가정의 경우 부모 소득 서류 모두 제출해야 함.,          ※ 수급자 증명서 또는 차상위 증명서, 건강보험료납입증명서는 보호자 성명으로 기입되어 있어야 함. ,건강보험(직장근로자),건강보험료(지역가입자),기초생활수급자/차상위,- 급여명세서(최근 3개월),- 건강보험료 납입증명서(최근 3개월),- 건강보험료 납입증명서(최근 3개월),- 수급자/차상위 증명서,건강보험증 사본(가족 전체표시 되어있어야 함), ？ 가족 관계를 확인할 수 있는 서류  (주민등록등본, 가족관계증명서 중 택1),        ※ ‘주민등록번호 수집법정주의(2014.8.7. 시행)’에 따라 주민번호 수집이 금지. 주민등록등본 제출시 주민등록번호 앞자리만 표기된 서류로 제출
							","
								※ 문의,푸르메재단 배분사업팀 김연규 (02-6395-7018) / E-mail : kyg1402@purme.org
							","
								- 사례관리가 가능한 기관 담당자가 신청 (개인신청 불가 / 재단 담당자 전자우편으로 접수),- 사례관리가 가능한 기관은 사회복지기관(시설, 단체 포함), 의료기관 등 ,- 신청서+제출서류 1부로 묶어서 PDF로 제출 요청,- 지원 내용과 일정을 확인하고 신청기간 내에 신청서 제출,- 신청서식은 재단 홈페이지(www.purme.org) 사업소개-배분알리미에서 다운
							",,"
								푸르메재단에서는 SPC와 함께 경제, 치료, 양육에 대한 부담을 경감시키고, 적기에 의료적 개입을 통해 위기상황 및 2차 장애, 질병을 예방하기 위해 의료비를 지원합니다.
							",2019 SPC 2차 의료비 지원사업," 
								의료비 지원이 필요한 만 18세 미만(2001년 1월 1일 이후 출생자)의 장애어린이 및 청소년,(만 5세 미만의 경우 의사소견서 포함)
							"
